Item Name,Selling,M.R.P,Total Stock
ALOFRUIT-LITCHI JUICE 1LR,107,110,1
ALOFRUIT-LITICH JUICE 300ML,35,40,0
ALOFRUIT-MANGO JUICE 1LR,107,110,0
ALOFRUIT-MANGO JUICE 300ML,35,40,0
ALOFRUIT-MIX FRUIT JUICE 1LR,107,110,3
ALOFRUIT-MIX-FRUIT JUICE 300ML,35,40,0
ALOFRUIT-MOSAMBI JUICE 1LR,107,110,1
ALOFRUIT-MOSAMVI JUICE 300ML,35,40,0
ALOFRUIT-ORANGE JUICE 1LR,107,110,2
ALOFRUIT-ORANGE JUICE 300ML,35,40,0
ALPAKODA FRUIT 50G,28,36,0
ALPAKODA FRUIT 50G OLD,20,30,10
ALPAKODA FRUIT BULK,560,580,1
ALPEN JUZTJELLY COLA BOTTLE 30/-,29,30,0
ALPENLEBLE J JELLY POUCH STW 19 UNITS,24,25,1
ALPENLEBLE JUZT JELLY STRAWBERRY,48,50,0
ALPENLIBLE G STICK CARAMEL,19.5,20,0
ALPENLIBLE G STICK STRAWBERRY,19.5,20,2
ALPENLIBLE GOLD CARAMEL TOFFEE 100/-,95,100,0
ALPENLIBLE J JELLY 50PC PARTY MIX,49,50,3
ALPENLIBLE JUZT JELLY CAR/PLAN,29,30,3
ALPENLIBLE JUZT JELLY GUAVA,48,50,1
ALPENLIBLE JUZT JELLY STRAWBERRY,19.5,20,2
ALPENLIBLE LOLIPOP CARAMEL 5/-,5,5,85
ALPENLIBLE LOLIPOP ORANGE 5/-,5,5,119
ALPENLIBLE LOLIPOP STRAWBERRY 5/-,5,5,2
ALPENLIBLE POCKET LOLIPOP 15S,29.5,30,5
ALPENLIBLE POUCH CREAMFILLS 184G,48,50,3
ALPENLIBLE POUCH GOLD CARAMEL 184G,48,50,1
ALPENLIBLE POUCH GOLD STRAWBERRY 184G,48,50,0
ALPENLIBLE POUCH GOLD STRAWBERRY 400G,95,100,0
ALPENLIBLE POUCH JUZT JELLY STRAWBERRY/GUAVA,75,75,0
ALPENLIEBLE JUICYFILLS 50/-,48,50,4
ALU BHUJIA 175G,39,40,6
ALU BHUJIA 400G,86,88,12
ALU BHUJIA 55G,9.75,10,17
AMBI PUR AIR AT 275G,249,299,1
AMBI PUR AIR CITRUS FB 275G,250,299,1
AMBI PUR AIR CITRUS TFR 275G,259,299,3
AMBI PUR AIR EXO JASMINE 275G,249,279,3
AMBI PUR AIR FLORAL ES 275G,239,279,2
AMBI PUR AIR LAVENDER+ROSE COMBO 275G,418,458,0
AMBI PUR AIR LAVENENDER 275G,249,279,3
AMBI PUR AIR ROSE BLOSSOMS 275G,225,279,3
AMBI PUR AIR SWE BERRI 275G,239,279,0
AMBI PUR AIR SWEET 275G,239,279,3
AMBI PUR CAR RF AQUA 7.5ML ,190,199,4
AMBI PUR CAR RF EX JASMINE 7.5ML,190,199,11
AMBI PUR CAR RF LAVENDER 7.5ML,190,195,0
AMBI PUR CAR RF SW CITRUS 7.5ML,190,199,6
AMBI PUR CAR RF VA BO 7.5ML,194,199,0
AMBI PUR CAR ST AQUA 7.5ML,289,299,5
AMBI PUR CAR ST AQUA 7.5ML*2N,400,440,0
AMBI PUR CAR ST JASMINE 7.5ML,289,299,4
AMBI PUR CAR ST LAVENDER 7.5ML,289,299,0
AMBI PUR CAR ST LAVENDER 7.5ML*2N,400,440,0
AMBI PUR CAR ST VANILLA 7.5ML,289,299,2
AMBI PUR CAR ST VANILLA 7.5ML*2N ,400,440,0
AMBI PUR CAR SWEET CITRUS 7.5ML,289,299,1
AMBI PUR LAVENDER 199/-,190,199,2
AMBI PUR LAVENDER 299-/,289,299,5
AMBI PUR LEMON 299-/,289,299,1
AMBI PUR ROMANTIC ROSE 299-/,289,299,3
AMBI PUR VANILLA 199/-,190,199,9
AMBICA BRAHMA FLORA BATHI,49,50,0
AMBICA GOW POOJA 60/-,56,60,6
AMBIGA APPALAM NO.1,145,160,0
AMBIGA APPALAM NO.2,135,140,5
AMBIGA APPALAM NO.3,108,120,10
AMBIGA APPALAM NO.4,88,100,1
AMBIGA APPALAM NO.5,77,85,6
AMBIGA APPALAM NO.6,54,60,15
AMBIGA APPALAM NO.7,36,40,9
AMBIGA GARLIC APPALAM 150G,77,85,7
AMBIGA PEPPER APPALAM 150G,77,85,5
AMBIGA POUCH PAPAD 120G,50,54,1
AMBIKA AGARBATHI 28/-,25,28,29
AMBIKA AGARBATHI 48G,65,70,11
AMBIKA AGARBATHI 95G,125,130,11
AMBIKA APPALAM 50G,24,25,28
AMBIKA KARPOORAM 25G,40,49,62
AMBIKA KARPOORAM 25G KA,40,49,49
AMBIKA KARPOORAM 50G,78,98,20
AMBIKA KARPOORAM 50G KAT,50,82,3
AMBIKA KARPOORAM T 50G,78,98,36
AMBIKA MINI APPALAM 80G,34,38,29
AMBIKA PANJABI PAPAD,88,90,0
AMBIKA RICE APPLAM,82,85,0
AMBIKA SAMBAR POWDER 50G,25,40,1
AMERICANA BASIL SEED APPLE 90/-,88,90,3
AMERICANA BASIL SEED BLUBERRY 90/-,88,90,1
AMERICANA BASIL SEED KIWI 90/-,88,90,2
AMERICANA BASIL SEED LYCHEE 90/-,88,90,0
AMERICANA BASIL SEED MIXED FRUIT 90/-,88,90,3
AMERICANA BASIL SEED ORANGE 90/-,88,90,4
AMERICANA BASIL SEED STRAWBERRY 90/-,88,90,1
AMERICANA BASIL SEED WATERMELON 90/-,88,90,1
AMIRTHAM NATU SUGAR 500G,55,60,30
AMIRU RELIF.C.C. 50/-,49,50,0
AMLA/NELLIKAI,120,120,6.68
AMMA MAVOO 500G,24,25,3
AMRIT JAGGERY POWDER 500G,54,55,26
AMRUTHA  KEWDA PATHI 55/-,53,55,5
AMRUTHA GULAB PATHI 55/-,53,55,3
AMRUTHA SANDAL PATHI 55/-,53,55,7
AMUL ALMOND BAR,19,20,17
AMUL BADAM 200ML,24,25,16
AMUL BADAM 200ML TIN,34,35,11
AMUL BELGIAN CHOCO 40/-,39,40,1
AMUL BINDAAZ 5/-,5,5,13
AMUL BITTER CHOCOLATE 150G,124,125,0
AMUL BITTER DARK CHOCOLATE,123,125,4
AMUL BUTTER 100G,49,50,17
AMUL BUTTER 10GM,10,10,152
AMUL BUTTER 20G,14,15,90
AMUL BUTTER 500G,240,245,3
AMUL BUTTER 50G,24,25,1
AMUL BUTTER COOKIES,14.75,15,34
AMUL BUTTER COOKIES 10/-,9.83,10,7
AMUL BUTTER COOKIES COCONUT 50G,14.75,15,12
AMUL BUTTER COOKIES JEERA 50G,11.83,12,9
AMUL BUTTER COOKIES OATS HONEY 15/-,14.75,15,6
AMUL BUTTER MILK 180ML,12,12,76
AMUL CASHEW COOKIES,19.5,20,7
AMUL CHEESE 100G,72,73,9
AMUL CHEESE 200G,124,126,14
AMUL CHEESE 20G,14,15,42
AMUL CHEESE 20G BOX,495,505,5
AMUL CHEESE COOKIES 20/-,19.5,20,10
AMUL CHEESE SAUCE 200G,74,75,0
AMUL CHEESE SAUCE MAXICAN SALSA,74,75,0
AMUL CHEESY SPREAD PLAIN 200G,89,90,1
AMUL CHOCO SYRUB 650G,139,140,2
AMUL CHOCOLATE 200ML,24,25,0
AMUL CHOCOLATE COOKIES,14.75,15,3
AMUL CHOCOLATE SYRUP,9.83,10,0
AMUL CHOCOLATE SYRUP 250G,64,65,3
AMUL CHOCOZOO,9.5,10,11
AMUL COOKING BUTTER 100G,50,51,7
AMUL COOKING BUTTER 500G,243,245,2
AMUL COW GHEE 1LR,535,540,0
AMUL COW GHEE 200ML,115,116,5
AMUL COW GHEE 500ML,273,275,8
AMUL DARK CHOCOLATE 150G,98,100,1
AMUL DARK CHOCOLATE 25/-,24,25,23
AMUL DARK CHOCOLATE MIL 180,24.5,25,0
AMUL DELICIOUS FAT SPREAD 100G,19.5,20,39
AMUL ELACHI 200ML,24,25,0
AMUL ELACHI RUSK 10/-,9.83,10,0
AMUL ELACHI RUSK 25/-,24.5,25,1
AMUL FRENCH FRIES 200GM,32,33,9
AMUL FRENCH FRIES 425GM,67,68,0
AMUL FRESH CRM 250ML,62,63,2
AMUL FRUIT NUT 150G,99,100,5
AMUL FRUIT NUT 30/-,29,30,9
AMUL GARLIC HERBS BUTTER SPREAD 100G,48,49,4
AMUL HAPPY TREATS ALOO TIKKI 75/-,73,75,0
AMUL INDIA TWILIGHT TRUST 125G,149,150,9
AMUL KESAR 200ML,24,25,23
AMUL KOKO 200ML,24,25,4
AMUL KOKO TIN 200ML,29,30,7
AMUL KOOL CAFE 200ML,24,25,26
AMUL KOOL CAFE 250ML,34.5,35,0
AMUL KOOL CAFE TIN 200ML,39,40,6
AMUL KOOL MANGO SHAKERS 200ML,29.5,30,3
AMUL LASSI,14.75,15,0
AMUL LASSI 200ML,14.75,15,2
AMUL LASSI 250ML,19.5,20,7
AMUL LITE MILK FAT SPREAD 100G,39,40,20
AMUL MASTI 1L,50,50,0
AMUL MASTI 200ML,12,12,28
AMUL MILK CHOCOLATE 150G,99,100,2
AMUL MILK CHOCOLATE 25/-,24,25,31
AMUL MILK MATE 200G,58,59,7
AMUL MILK MATE 400G,110,112,5
AMUL MILK SHAKE 200ML,29.5,30,40
AMUL MILK SHAKE CHOCOLATE- 180ML,29,30,5
AMUL MILK SHAKE VANNILA 200ML,29.5,30,0
AMUL PANEER 200G,74,75,0
AMUL PIZZA CHEESE 200G,98,100,0
AMUL PRO CHOCO 500G,172,175,0
AMUL PURE GHEE 1LR,495,500,0
AMUL PURE GHEE REFILL 1LTR,480,485,0
AMUL ROSE 200ML,24,25,13
AMUL SPRAY 200G,72,74,0
AMUL SPRAY 500G,195,197,3
AMUL SPRAY TIN 500G,203,205,0
AMUL STRAWBERRY  TIN 200ML,29,30,2
AMUL STRAWBERRY SYRUP,63,65,1
AMUL SUGAR FREE COOKIES,19.5,20,9
AMUL SUPER FRUIT 150G,148,150,0
AMUL TROPICANA  ORANGE 150G,120,125,0
AMUL WHIPPING CREAM,68,69,0
AMULYA DAIRY 200G,84,89,25
AMULYA DAIRY 500G,210,222,3
AMULYA MILK POWDER 10/-,9.83,10,25
AMURTAJAN ADVANCE BACKPAIN LOTION 30ML,67,70,1
AMURTAJAN BACKPAIN ROLL ON 50ML,95,100,13
AMURTAJAN CHAMPA PATHI 55/-,53,55,0
AMURTAJAN COMFY 6 PADS,21,22,81
AMURTAJAN COMFY EXTRA LONG 7 PADS,33,34,8
AMURTAJAN COMFY ULTRA,38,39,24
AMURTAJAN EXTRA POWER BALM 27.5ML,97,100,17
AMURTAJAN EXTRA POWER BALM 50 ML,125,130,16
AMURTAJAN EXTRA POWER BALM 8ML,39,40,34
AMURTAJAN INHALER,44,45,32
AMURTAJAN JOINTPAIN SPRAY 30GM,95,100,3
AMURTAJAN JOINTPAIN SPRAY 80GM,170,175,0
AMURTAJAN LAVENDER PATHI 55/-,54,55,2
AMURTAJAN MAHA STRONG BALM 8ML,41,42,30
AMURTAJAN PANCHAMR PATHI 60/-,56,60,3
AMURTAJAN ROLL ON 10ML,55,60,13
AMURTAJAN ROLL ON 5ML,33,35,5
AMURTAJAN STRONG PAIN BALM 27.5ML,90,95,13
AMURTAJAN STRONG PAIN BALM 8ML,39,40,44
AMUTAJAN STRONG PAIN BALM 50ML,123,125,15
ANANDAM CHEKKU GINGELLY OIL 1LTR,335,340,0
ANANDAM CHEKKU GINGELLY OIL 500ML,175,177,3
ANANDAM CHEKKU GROUNDNUT OIL 1LTR,255,265,0
ANANDAM CHEKKU GROUNDNUT OIL 500ML,131,136,0
ANANDAM SESAME SEED BLACK 50G,15,16,4
"ANANDAM SESAME SEED BLACK,WHITE 100G",23,26,26
ANANDAM SESAME SEED WHITE 50G,14,16,13
ANCHOR PASTE 100G,43,45,0
ANCHOR PASTE 200G,73,75,0
ANCHOR PASTE GEL 150G,78,80,5
ANCHOR TONGUE CLEANER 25/-,24,25,1
ANIL CHOLAM DOSA MIX 500G,52.25,55,3
ANIL CORN SEMIYA 180G,27,30,17
ANIL IDIYAPPAM FLOUR 500G,36,39,6
ANIL KAMBU DOSA MIX 500G,52.25,55,5
ANIL KAMBU SEMIYA 180G,27,30,9
ANIL KOZHUKATTA FLOUR 500G,44,46,2
ANIL LEMON SEMIYA 180G,21,24,7
ANIL MAIDA 500GM,28,32,0
ANIL MILLET COMBO PACK 141/-,135,141,0
ANIL MURUKKU FLOUR 500G,50,51,8
ANIL RAGI DOSA MIX 500G,52.25,55,3
ANIL RAGI FLOUR 500G,32,34.5,0
ANIL RAGI SEMIYA 180G,21,22,33
ANIL RAVA 500G,34,36,4
ANIL RICE FLOUR 500G,29,31,16
ANIL SAMBARAVA 500G,83,85,0
ANIL SEMIYA 180G,16,18,82
ANIL TAMARIND SEMIYA 180G,23,25,6
ANIL THINAI DOSA MIX 500G,66.5,70,3
ANIL THINAI SEMIYA 180G,25,31,5
ANIL VARAGU DOSA MIX 500G,66.5,70,5
ANIL VARAGU SEMIYA 180G,27,32,6
ANIL WHEAT DOSA FLOUR 500G,27,28,2
ANIL WHEAT POORI FLOUR 500G,27,28,3
ANIL WHEAT SEMIYA 180G,24,29,11
ANNACHI POO 25G,43,50,20
ANNACHI POO 25G OLD,25,30,7
ANNACHI POO 50G,86,95,15
ANNACHI POO BULK,"1,720.00","1,800.00",1.7
ANNAI ASAFOETIDA POWDER 50G,65,69,0
ANNAI BLACK DATES CON 250G ,126.35,133,7
ANNAI BLACK DATES CON 500G,250,255,4
ANNAI BLACK DATES PRE ZIP 125G(1+!),148,150,6
ANNAI BLACK DATES PREMIUM ZIP 400G,240,250,4
ANNAI DATES ZIP(IRAN) 200G,96,99,1
ANNAI DATES ZIP(IRAN) 500G,208,215,0
ANNAI DQ BLACK DATES CONTAINER 250G,117,123,0
ANNAI DQ BLACK DATES CONTAINER 500G,224,236,0
ANNAI DRY AMLA CANDY 200G,150,155,8
ANNAI HEALTH MIX 200G(1+1),125,130,5
ANNAI HEALTH MIX 500G(1+1),230,240,3
ANNAI HERBAL MIX 750GM,280,290,2
ANNAI HONEY 100GM,46,47,0
ANNAI HONEY 250GM,136,137,4
ANNAI HONEY 50GM,26,27,2
ANNAI HONEY/FRUITS 250G,215,220,2
ANNAI MIXED FRUIT JAM 200G,69,74,0
ANNAI ORIGINAL MUSCUT BD 200G,93,95,8
ANNAI ORIGINAL MUSCUT BD 500G,218,225,0
ANNAI RAGI 500G,34,35,0
ANNAI RICE FLOUR 500G,27,28,0
ANNAI ROASTED HEALTH MIX 1KG,105,110,8
ANNAI ROASTED SAMBA RAVA 500G,45,52,0
ANNAI SEEDED DATE JAR 200G,73,75,2
ANNAI SEEDED DATE JAR 750G,197,199,3
ANNAI SEEDED DATES 1KG,183,185,2
ANNAI SEEDED DATES 200G,38,39,1
ANNAI SEEDED DATES 500G,91,93,5
ANNAI SEEDED DATES 500G+500G,158,160,5
ANNAI SEEDLESS DATES 100G,31,32,8
ANNAI SEEDLESS DATES 200G+200G,74,75,8
ANNAI SEEDLESS DATES 250G CON,65,66,4
ANNAI SEEDLESS DATES 500G,120,122,4
ANNAI SEEDLESS DATES 500G CON,123,128,1
ANNAI SEEDLLESS DATES 200G,48,49,6
ANNAI SYRUP 250GM (1+1),194,199,2
ANNAI TAMARIND 500G,103,105,11
ANNAPOORNA CHETTINAD PCR M POW100G,65,70,3
ANNAPOORNA CHICKEN MASALA POW100G,56,61,5
ANNAPOORNA DELHI PANEEAR BM POW100G,65,70,1
ANNAPOORNA DINTIGUL BRIYANI MASALA 100G,90,100,3
ANNAPOORNA ERODE TURMERIC POW 100G,30,35,5
ANNAPOORNA FISH CURRY MASALA 100G,58,63,4
ANNAPOORNA FISH ROAST MASALA 100G,45,50,4
ANNAPOORNA GRAM MASALA 100G,73,78,3
ANNAPOORNA GUNTUR CHILLI POW100G,40,45,3
ANNAPOORNA HYDERABAD BRIYANI MASALA 100G,90,100,4
ANNAPOORNA IDLY CHILLI POW100G,53,58,7
ANNAPOORNA KOTA CORIANDER POW 100G,30,35,5
ANNAPOORNA KULAMBU CHILLI POW100G,37,42,5
ANNAPOORNA MUMBAI PAV BHAJI MASALA 100G,65,70,5
ANNAPOORNA MUTTON MASALA 100G,60,65,5
ANNAPOORNA RASAM POW 100G,60,65,2
ANNAPOORNA SAMBAR POW 100G,53,58,3
ANNAPURNA FARM FRESH ATTA 1KG,49,50,1
ANTI KILLER 50GM,15,17,2
ANTIBAC PAD 2.75*4 55/-,53,55,2
ANTIBAC PAD 2.75*4 RS 20/-,19,20,8
APIS HONEY 125G,44,45,4
APIS HONEY 50G,23.75,25,5
APIS HONEY COMBO 1LT,490,499,3
APIS HONEY COMBO 225G,142.5,150,4
APIS HONEY COMBO 500G,270,275,4
APIS JAM 100G,19.5,20,30
APIS JAM 200G,45,50,6
APIS JAM 450G,165,170,10
APIS LINA HALAWI DATES 500G,200,210,3
APIS ROYAL ZAHIDI DATES 250G,114,116,1
APPA SODA 100G OLD,16,20,0
APPA SODA 25G OLD,5,8,2
APPA SODA 50G,0,0,0
APPA SODA 50G OLD,9,12,101
APPA SODA BULK,50,60,0
APPASODA 50G,9,12,5
APPASODA BULK,180,190,6
APPLE CANDY 1N,19.5,20,25
APPLE FUJI,0,0,0
APPLE GREEN,250,250,3.4
APPLE OOTY,0,0,0
APPLE RAW RICE 250G,14,20,0
APPLE RAYOL,165,165,0.39
APPLE REGULAR,190,190,11.26
APPLE SIMLA,0,0,0
APPLE WASHINGTON,0,0,0
APPY 10/-,9.83,10,1
APPY 16O ML,9.83,10,65
APPY FIZZ 160ML,14.5,15,0
APPY FIZZ BOTTLE 160ML,11.5,12,28
APPY FIZZ BOTTLE 1L,57,58,9
APPY FIZZ BOTTLE 250ML,17.83,18,63
APPY FIZZ BOTTLE 600ML,34,35,9
APPY FIZZ TIN 250ML,24,25,2
APRICOTS 200G,130,135,0
APSARA 12WAX CRAYONS,9.83,10,11
APSARA 16 WAX CRAYONS,34,35,7
APSARA MARVEL AVENGERS,96,99,4
APSARA MATT MAGIC 2.0 PENCIL BOX 50/-,48,50,10
APSARA MICKYMOUSE PENCIL BOX 99/-,96,99,4
APSARA PLATINUM PENCIL BOX 50/-,49,50,10
APSARA SPACEKIDS PENCIL BOX 70/-,65,70,4
AQUA ASTRO PET 129/-,80,129,0
AQUAFINA WATER 1L,19,20,5
AQUAFINA WATER 2L,34,35,13
AQUAFINA WATER 500ML,9.83,10,0
ARABIAN FARD DATES 250G,109.25,115,7
ARABIAN FARD DATES 500G,220,225,0
ARASAN SOAP 16/-,19,20,6
ARCOR BUTTER TOFFE 150G,190,200,3
ARIEL COLOR 1.5KG,276,280,20
ARIEL COLOR 700G,147,150,44
ARIEL COLOR CARE 1.5KG,279,280,0
ARIEL COLOR CARE 2KG+1KG,565,580,1
ARIEL COLOUR 2KG+1KG FREE,555,560,0
ARIEL COMPLETE 1.5KG,289,290,26
ARIEL COMPLETE 200G,44,45,27
ARIEL COMPLETE 3KG,560,580,6
ARIEL COMPLETE 500G,103,105,14
ARIEL COMPLETE 700G,132,135,47
ARIEL FRONT LOAD 2KG,555,575,0
ARIEL LIQUID FRONT LOAD 1L,220,225,9
ARIEL LIQUID FRONT LOAD 2L,450,470,3
ARIEL LIQUID FRONT LOAD 2L POUCH,385,415,6
ARIEL LIQUID TOP LOAD 1L,205,210,33
ARIEL LIQUID TOP LOAD 2L,410,420,3
ARIEL LIQUID TOP LOAD 2L POUCH,350,390,12
ARIEL LIQUID TOP LOAD 500ML,105,109,14
ARIEL MATIC FRONT LOAD 1KG,245,250,16
ARIEL MATIC FRONT LOAD 3KG,655,705,0
ARIEL MATIC FRONT LOAD 500G,140,145,12
ARIEL MATIC FRONT LOAD 6KG,"1,075.00","1,099.00",0
ARIEL MATIC FRONT LOAD 6KG CAN,"1,050.00","1,150.00",0
ARIEL MATIC LIQUID FRONT LOAD  500ML,118,125,35
ARIEL MATIC LOQUID DETERGENT 1.5KG,305,320,0
ARIEL MATIC LOQUID DETERGENT 1KG,180,230,25
ARIEL MATIC LOQUID DETERGENT 2KG,435,460,0
ARIEL MATIC LOQUID DETERGENT 500ML,97,99,0
ARIEL MATIC TOP LOAD 1KG,215,220,45
ARIEL MATIC TOP LOAD 2KG,440,449,1
ARIEL MATIC TOP LOAD 3KG,620,670,0
ARIEL MATIC TOP LOAD 3KG CAN,595,645,0
ARIEL MATIC TOP LOAD 500G,133,135,13
ARIEL MATIC TOP LOAD 6KG,"1,035.00","1,050.00",0
ARIEL PERFECT WASH 500G BLUE,78,80,4
ARIEL PERFECT WASH 80G,9.83,10,140
ARIHA BOMBAY PAV BUN 40/-,39,40,0
ARIHA PIZZA BASE 30/-,29,30,2
ARIHA SEEDED MULTI GRAIN LOAF 50/-,49,50,1
ARMY CON PER OIL 8ML,85,100,0
AROKYA CURD 200G,19.5,20,8
AROKYA MILK 1.5L,85,90,0
AROKYA MILK CURD 500ML,30,30,2
AROKYA PANEER 200G,99,100,18
AROKYA TONED MILK 500ML,24.5,25,1
ARUL PALM SUGAR 300G,147,150,0
ARUL SUKKU COFFEE POWDER 250G,148,150,23
ARUL SUKKU COFFEE POWDER 50G,24,25,0
ARUN ALMOND CRISP TUB 1000ML,295,300,0
ARUN BLACK CURRENT CONE 250ML,50,50,2
ARUN BLUEBERRY BANANA 50ML,30,30,0
ARUN BUTTERSCOTCH  CHOCO DUET 500ML,138,140,0
ARUN BUTTERSCOTCH 1000ML,275,280,0
ARUN BUTTERSCOTCH 100ML,49,50,0
ARUN BUTTERSCOTCH 250ML,70,70,0
ARUN BUTTERSCOTCH 500ML,138,150,0
ARUN CHOCOLATE 500ML,150,150,0
ARUN CONE CARIBEAN ALMOND 50ML,30,30,2
ARUN CONE CHOCOLATE 50ML,30,30,7
ARUN CONE COTTON CANDY 50ML,30,30,12
ARUN CONE VANILLA ICE CREAM 100ML,49,50,2
ARUN CONE VANILLA ICE CREAM 50ML,30,30,6
ARUN COOKIES N CREAM TUB 500ML,148,150,0
ARUN DARK CHOCKLATE 1000ML,275,280,1
ARUN DOUBLE CHOCO ICONE 100ML,49,50,1
ARUN FIG 250ML,70,70,0
ARUN ITALIAN DELIGHT TUB 1000ML,295,300,0
ARUN JACK FRUIT 250ML,70,70,0
ARUN KESAR PISTA CONE 50ML,30,30,1
ARUN LIKSTICK GRAPE 50ML,10,10,2
ARUN LIKSTICK ORANGE 50ML,10,10,2
ARUN MANGO 500ML,140,140,0
ARUN PISTA 500ML,150,150,0
ARUN RAJBHOG 500ML,158,160,0
ARUN SALT CARE RED VELVET 1000ML,240,240,0
ARUN STRAWBERRY 500ML,120,120,1
ARUN STRAWBERRY MANGO DUET 500ML,138,140,0
ARUN VANILLA 250ML,65,65,0
ARUN VANILLA 500ML,118,130,0
ARUN VANILLA TUB 1000ML,235,240,1
ASAHIKASEI COOKING SHEET 249/-,239,249,4
ASAHIKASEI FRYING PANFOIL 249/-,239,249,5
ASAHIKASEI PREMIUM WRAP 210/-,200,210,4
ASAHIKASEI PREMIUM WRAP 250/-,240,250,3
ASAP ALMOND CARAMEL 30/-,29,30,1
ASAP WH CHOCKLATE 30/-,29,30,2
ASHIRVAAD SALT 1KG,18,20,33
ASHTAGANDHA CHANDAN PASTE 50G,30,50,6
ASTRO B1G2 PET 130/-,119,130,0
ASTRO GARDEN RS.59,58,59,3
ASTRO MONO PET 129/-,75,129,1
ASTRO OSCAR RS.59,58,59,0
ASTRO PET METRO FIT 129/-,75,129,1
ASTRO PET OXY STEEL 139/-,85,139,0
ASTRO PET PENGUIN FIT 129/-,75,129,2
ASTRO PET RAYAL FIT 129/-,75,129,0
ASTRO PET SUPREME FIT 129/-,75,129,3
ASTRO PRIDE BIG RS.59,58,59,1
ASTRO RUBY RS.59,58,59,0
ASTRO VIVA RS.59,58,59,1
ASTRO WAVES RS.59,58,59,1
ASWINI HAIR OIL 200ML,144,146,3
ASWINI HAIR OIL 360ML,272,275,0
ASWINI HAIR OIL 45ML,39,40,6
ASWINI HAIR OIL 90ML,73,76,4
ATTA 1KG,0,0,0
ATTA 500G,0,0,0
ATTA 500G OL,22,25,8
ATTA 5KG,180,220,1
ATTA BULK,30,35,6
ATTAR ROSE 8ML,64,70,0
ATTAR SANDAL 8ML,90,100,1
ATTHI PALAM DRY 50G,59,60,64
ATTR FULL 6ML,90,100,0
AVAL GATTI 250G,20,25,15
AVAL GATTI 500G,40,50,40
AVAL MEDIUM 250G,22,30,104
AVAL MEDIUM 500G,44,60,2
AVAL PORI 150G 30/-,29,30,0
AVAL RED 250G,20,25,21
AVARAKKAI,44,44,4.25
AVOCADO/BUTTER FRUIT,0,0,0
AVT COFFEE POWDER 100G,28,33,7
AVT COFFEE POWDER 200G,68,72,20
AVT COFFEE POWDER 500G,161,168,7
AVT GOLD CUP POWDER 100G,73,75,4
AVT GOLD CUP POWDER 250G,193,195,4
AVT GREEN TEA BAG 10S,58,60,0
AVT GREEN TEA LEAF 100G,100,120,13
AVT GREEN TEA LOOSE TEA 100/-,140,145,5
AVT GREEN TEA LOOSE TEA 250G,290,300,0
AVT NATURES CUP AYURVEDIC TEA 100G,78,80,0
AVT NATURES CUP AYURVEDIC TEA 250G,186,190,0
AVT SELECT LEAF 100,48,50,4
AVT SELECT LEAF 250,148,150,3
AVT SELECT NEW 100GM,42,43,0
AVT SELECT NEW 250GM,89,91,0
AVT TEA 100G,39,40,8
AVT TEA 1KG,320,325,3
AVT TEA 250G,90,95,2
AVT TEA 250G JAR,88,90,0
AVT TEA 500 JAR,175,180,0
AVT TEA 500G,180,185,4
AVUL KATTI W 250G,23,30,4
AVUL KETTI W 500G,45,50,2
AVUL NICE 500G,45,50,20
AVUL NICE W 250G,23,30,22
AXE ADRENA NS DEO,199,210,2
AXE AFTERSHAVE LOTION DENIM 50ML,128,130,1
AXE AFTERSHAVE LOTION VITALIZING,128,130,3
AXE BODY SPRAY DEODORANT PROVOKE FRESH 150ML,180,200,1
AXE BS ADRENALINE 150ML,199,210,2
AXE DARK TEMPTATION BODY PERFUME 100G,200,210,1
AXE DEO 24*7 150ML,210,230,3
AXE DEO BOGO 150ML 1+1,224,230,2
AXE DEO MIDNIGHT 150ML,210,230,1
AXE DEO PROVOKE BS 150ML,190,200,0
AXE DEO PULSE 150ML,180,200,5
AXE DEO SIGNATURE GOLD TEMPTATION TICKET 65/-,63,65,4
AXE DEO TEMPTATION SPRAY 150ML,190,210,1
AXE ENERGIZING BODY SPRAY 150G,208,210,2
AXE FRESH 24*7,210,230,2
AXE GOLD TEMPTAION BODY PERFUME 150ML,200,210,2
AXE GOLD TEMPTATION SPRAY 150ML,180,200,0
AXE MINI PER CHAMP 10ML,34,35,3
AXE MINI PER INTENSE 10ML,34,35,3
AXE MINI TICKET DEO 10ML,34,35,3
AXE MINI TICKET DEO 35/-,34,35,3
AXE OIL 10ML,205,212,4
AXE OIL 28ML,370,378,2
AXE OIL 3ML,82,88,16
AXE OIL 56ML,515,570,5
AXE OIL 5ML,130,140,14
AXE RECHARGE DEO 150ML,207,230,2
AXE SAVE CREAM DN 2+1,135,136,0
AXE SIGNATURE BODY DEO GOLD TEMPTATION 0 GAS 122ML,179.1,199,2
AXE SIGNATURE CHAMP 100G,178,190,0
AXE SIGNATURE CHAMPION 17ML,69,70,16
AXE SIGNATURE CHAMPION BODY DEODORENT,205,210,3
AXE SIGNATURE CORPOR 0 GAS122ML,171,190,1
AXE SIGNATURE DENIM,77,78,2
AXE SIGNATURE DENIM 50ML,124,125,2
AXE SIGNATURE DENIM SAVI/CRE 30G,43,44,3
AXE SIGNATURE INTENSE 210/-,190,210,3
AXE SIGNATURE INTENSE BP 17ML,64,65,3
AXE SIGNATURE MAVERIC 100G,190,210,3
AXE SIGNATURE MYSTERI 100G,190,210,2
