Item Name,GST Tax Desc,GST code,HSN code,Cost,Selling,M.R.P,Total Stock
BINDU PAPAD MULTI MASALA,GST 0% Tax,5001,,79,90,99,0
MILKY MIST GULAB JAMUN 500G,GST 0% Tax,5001,4051000,109,120,125,22
KEYA TOMATO MASTI SOUP,GST 18%,5005,2103,8,9.83,10,1
CHOLA SOFT MILK PANEER,GST 0% Tax,5001,,65,98,100,4
HIMALAYA GREEN TEA GINGER *10,GST 5%,5003,9021020,53.2,69,70,2
BUBBLES 15/-,GST 0% Tax,5001,,7.15,14.5,15,3
HAJMOLA REG BOTTLE 50N,GST 12%,5004,30049011,17.32,19.5,20,0
ROBIN DAZZ WHITE 100ML,GST 18%,5005,3206,37.28,40,41,5
PREMIER PAPER BOX 100S,GST 18%,5005,4818,67.02,80,85,13
PREMIER PAPER BOX 200S,GST 18%,5005,4818,115.42,142,150,7
PREMIER PAPER BOX 50S,GST 18%,5005,4818,41.3,49,50,0
PREMIER ROYAL TISSUE WH 100S,GST 18%,5005,4818,34.76,42.5,45,9
PREMIER TISSUE SERVI 100S,GST 18%,5005,4818,47.2,59,60,2
PREMIER TISSUE SERVI 50S,GST 18%,5005,4818,27.14,34,35,4
PREMIER KT ROLL SIN,GST 18%,5005,4818,61.36,77,80,4
PREMIER KT ROLL 2*N,GST 18%,5005,4818,106.2,132,135,4
PREMIER TOILET TISSUE 190 PULLS,GST 18%,5005,4818,110.92,135,140,7
PREMIER TOILETS TISSUE 330 PULLS,GST 18%,5005,4818,151.1,185,190,17
PREMIER PAPER HANDKEY 15PULLS,GST 18%,5005,4818,11.56,14,15,18
PREMIUM ETIQUE WET WIP ALOE VERA 10N,GST 18%,5005,4818,24.78,29,30,0
HERBAL STICKS 15/-,GST 5%,5003,3307,7.5,12,15,80
PURI EAR BUDS,GST Exempted Tax,5002,,33,62,78,0
AQUA ASTRO PET 129/-,GST 18%,5005,39233090,50,80,129,0
BOND ASTRO PET 129/-,GST 18%,5005,39233090,55,85,129,0
ROYAL ASTRO PET 109/-,GST 18%,5005,39233090,42,75,109,2
ASTRO PET PENGUIN FIT 129/-,GST 18%,5005,39233090,50,75,129,2
ASTRO MONO PET 129/-,GST 18%,5005,39233090,50,75,129,1
ASTRO PET SUPREME FIT 129/-,GST 18%,5005,39233090,50,75,129,3
ASTRO B1G2 PET 130/-,GST 18%,5005,39233090,92.01,119,130,0
PICASSO 800ML PET,GST 18%,5005,39233090,70.01,100,110,2
NAVIN CUP SAMBRANI 32/-,GST Exempted Tax,5002,,26,31,32,8
COPPER WATER BOTTLE 1 LR,GST 12%,5004,74181010,629.29,849,899,11
COPPER WATER BOTTLE 500ML,GST 12%,5004,74181010,489.29,664,699,11
COPPER GLASS SET 300ML,GST 12%,5004,74181010,349.29,474,499,12
LIZARDS GELL 54/-,GST Exempted Tax,5002,,40,53,63,7
GO STORNG MOSQUITO MACHINE 45ML,GST 18%,5005,73231000,22.5,49,50,14
CLASSIC SOFTTISSUE 100N,GST Exempted Tax,5002,,23,40,45,1
AMBI PUR AIR FLORAL ES 275G,GST 18%,5005,33074900,197.62,239,279,3
AMBI PUR AIR LAVENENDER 275G,GST 18%,5005,33074900,197.62,239,279,1
AMBI PUR CAR RF AQUA 7.5ML ,GST 18%,5005,33074900,140.95,190,199,4
AMBI PUR CAR RF SW CITRUS 7.5ML,GST 18%,5005,33074900,165.83,190,199,6
DURACELL AA6 42/-,GST 18%,5005,85068090,33.63,40,42,3
DURACELL AAA6 42/-,GST 18%,5005,85068090,33.63,40,42,63
ERASER  5/-,GST 5%,5003,40169200,3.38,5,5,6
COMPUS 20/-,GST 12%,5004,90172010,16.01,19,20,16
KLICK COMPUS 35/-,GST 12%,5004,90172010,26.25,34,35,9
SCALE L 12/-,GST 12%,5004,90172010,9.61,12,12,96
SCALE 5/-,GST 12%,5004,90172010,3,5,5,148
LEAD PENCIL 15/-,GST 12%,5004,9608,10.36,14.5,15,21
LEAD BOX 5/-,GST 12%,5004,96092000,3.38,5,5,74
PEN 35/-,GST 18%,5005,96083019,28,34,35,9
CD MARKER 10/-,GST 12%,5004,96082000,7.49,9.83,10,59
HERITAGE CHANDAN 50/-,GST Exempted Tax,5002,,41.67,49,50,10
MARKER PEN 20/-,GST 12%,5004,96082000,12.6,19,20,22
MARKER WHITE BOARD 25/-,GST 12%,5004,96082000,17.81,24,25,48
HIGHLIGHTER 20/-,GST 12%,5004,96082000,15.01,19,20,30
IT CORRECTION PEN 25/-,GST 18%,5005,38249924,17.26,24,25,17
SCISSOR SL 1183C1,GST 18%,5005,8213,88,122,132,2
SCISSOR GL-2185C2,GST 18%,5005,8213,155.75,215,234,4
MNX SCISSOR SL-1143,GST 18%,5005,8213,22,42,44,1
MNX SCISSOR SL-1145,GST 18%,5005,8213,22.59,46,51,16
MNX SCISSOR SL-1150,GST 18%,5005,8213,23.03,47,52,13
MNX SCISSOR SL-1158,GST 18%,5005,8213,31.44,66,71,22
MNX SCISSOR SL-1160,GST 18%,5005,8213,26.18,71,76,9
MNX SCISSOR SL-1173,GST 18%,5005,8213,57.5,105,115,0
MNX SCISSOR SL-1183,GST 18%,5005,8213,66,122,132,4
MNX SCISSOR SL-1140,GST 18%,5005,8213,32,59,64,1
MNX SCISSOR SL-1140E,GST 18%,5005,8213,32,59,64,2
MNX SCISSOR GL-2150,GST 18%,5005,8213,48,90,96,1
MNX SCISSOR GL-2170,GST 18%,5005,8213,77,140,154,5
MNX SCISSOR GL-2185,GST 18%,5005,8213,117.01,214,234,13
MNX SCISSOR FL-1243,GST 18%,5005,8213,35.5,65,71,5
FACE MASK 2L,GST 0% Tax,5001,,10,10,20,2
TUB ROSE GULBI 250ML,GST 18%,5005,21050000,79.2,99,99,0
PEN 10RS,GST 12%,5004,,7,9.83,10,7
NOTE BOOK 28/-,GST 12%,5004,4820,19.6,25,28,83
NOTE BOOK 48/-,GST 12%,5004,4820,33.6,46,48,83
NOTE BOOK 45/-,GST 12%,5004,4820,31.51,43,45,0
NOTE BOOK 195/-,GST 12%,5004,4820,136.49,190,195,3
NOTE BOOK 85/-,GST 12%,5004,4820,59.5,82,85,6
DRAWING NOTE 30/-,GST 12%,5004,4820,21,28,30,0
NOTE BOOK 78/-,GST 12%,5004,4820,54.6,75,78,6
MASK,GST 0% Tax,5001,,2,2,3,151
NOTE BOOK 55/-,GST 12%,5004,4820,38.51,54,55,14
NOTE BOOK 33/-,GST 12%,5004,4820,23.09,32,33,8
NOTE BOOK 35/-,GST 12%,5004,4820,24.51,34,35,15
NOTE BOOK 40/-,GST 12%,5004,4820,28,39,40,0
NOTE BOOK 60/-,GST 12%,5004,4820,42,58,60,9
NOTE BOOK AC 55/-,GST 18%,5005,4820,41.25,53,55,0
VICTOR GM BOX 80/-,GST 12%,5004,9017,56,77,80,3
INVENTO GEO BOX 125/-,GST 12%,5004,9017,87.5,120,125,2
BALL PEN 10/-,GST 12%,5004,96081099,6.91,9.83,10,70
AMBI PUR AIR AT 275G,GST 18%,5005,33074900,199.33,249,299,1
SHARPENER 3/-,GST 12%,5004,8214,1.91,3,3,212
ERASER 3/-,GST 5%,5003,40169200,1.81,3,3,213
KIT COLOUR FUN 99/-,GST 12%,5004,9609,69.3,95,99,1
KIT COLOUR FUN 149/-,GST 12%,5004,9609,104.3,145,149,1
FOUNTATION PEN 40/-,GST 18%,5005,96083019,28,39,40,9
FOUNTATION PEN 50/-,GST 18%,5005,96083019,35,49,50,6
BALL PEN 5/-,GST 12%,5004,96081099,3.49,5,5,6
GEL PEN 5/-,GST 12%,5004,96081099,3.49,5,5,16
MANGALDEEP BOUQUET 10/-,GST 5%,5003,33074100,6.2,9.83,10,12
MANGALDEEP MOGRA 10/-,GST 5%,5003,33074100,7.73,9.5,10,19
PACKIYA HANDLE BROOMS,GST Exempted Tax,5002,96031000,90,130,150,27
GOOD HOME AIR FRESHENER B3G1,GST 18%,5005,33074900,89.44,117,120,0
GOOD HOME AIR FRESHNER DREAMS 50G,GST 18%,5005,33074900,33.55,42,45,17
GOOD HOME AIR FRESHNER FLORAL 50G,GST 18%,5005,33074900,33.55,42,45,16
GOOD HOME AIR FRESHNER SOUL BLOSSOM 50G,GST 18%,5005,33074900,33.55,43.5,45,18
GOOD HOME AIR FRESHNER WHISPERES 50G,GST 18%,5005,33074900,33.55,43.5,45,13
DURGA KUMKUM 40G,GST Exempted Tax,5002,33049940,6.75,13,13,4
MEENAKSHI KUMKUM,GST Exempted Tax,5002,33049940,9.1,15,25,1
HAUSER  SONIC GEL PEN 10/-,GST 12%,5004,96081019,7.35,9.83,10,18
HAUSER FLUIDIC B PEN 10/-,GST 12%,5004,96081019,7.35,9.83,10,4
HAUSER SONIC BALL PEN 10/-,GST 12%,5004,96081019,7.35,9.83,10,28
HAUSER STYLE GEL PEN 10/-,GST 12%,5004,96081019,7.35,9.83,10,23
HAUSER RUSH GEL 30/-,GST 12%,5004,96081019,3.58,29,30,43
HAUSER FIZZY GEL 30/-,GST 12%,5004,96081019,3.58,29,30,65
HAUSER CLOU B PEN 30/-,GST 12%,5004,32159090,3.58,29,30,48
HAUSER FLIX B PEN 30/-,GST 12%,5004,96081019,3.58,29,30,22
HAUSER INK FOUN PEN 50/-,GST 18%,5005,96083019,34.3,50,50,27
HAUSER AXIS B PEN 80/-,GST 12%,5004,96081019,65.86,80,80,2
HAUSER BERLIN PEN 50/-,GST 12%,5004,96081019,41.16,50,50,5
HAUSER CELEBRITY PEN 70/-,GST 12%,5004,96081019,57.62,70,70,0
HAUSER CRYSTAL B PEN 20/-,GST 12%,5004,96081019,16.46,19.5,20,15
HAUSER GALAXY B PEN 90/-,GST 12%,5004,96081019,74.09,90,90,10
ODONIL JASMINE ROOM SPARY 270ML,GST 18%,5005,33074900,82.78,147,149,0
SELVA BALAJI KARPOORAM 40G,GST 18%,5005,29142922,45.21,67,90,78
GOODLIFE SLIM MILK 500ML,GST 0% Tax,5001,,28.25,29,30,22
DURACELL AA6 252/-,GST 18%,5005,85068090,216,265,270,50
MINALS SANITIZER FLUID 700ML,GST 0% Tax,5001,,30.75,41,42,0
DURACELL AAA6 252/-,GST 18%,5005,85068090,201.59,248,252,32
DURACELL AA2,GST 18%,5005,85068090,67.2,80,84,27
DURACELL AAA2,GST 18%,5005,85068090,65.62,80,84,13
DURACELL AA4 160/-,GST 18%,5005,85068090,136,166,170,26
DURACELL AAA4 160/-,GST 18%,5005,85068090,136,166,170,29
GLADE TO FRESHNER FLORAL PER 12ML,GST 18%,5005,33074900,103.54,118,120,5
CLASMATE NOTE 360PAGES,GST Exempted Tax,5002,,142.5,190,195,1
IF HASHTAG 420 VAC ST BOT,GST 18%,5005,9617,444,730,740,1
IF BUZZER 750 VAC ST BOT,GST 18%,5005,9617,495,810,825,3
IF DOODLE 750 VAC ST BOT,GST 18%,5005,9617,495,810,825,3
IF POLAR 500 VAC ST BOT,GST 18%,5005,9617,324,530,540,3
IF DAZZLE 750 VAC ST BOT,GST 18%,5005,9617,495,810,825,3
IF BUNNY 750 VAC ST BOT,GST 18%,5005,9617,479.4,789,799,3
IF VICO 750 VAC ST BOT ,GST 18%,5005,9617,479.4,789,799,2
IF KRAVE 800 VAC ST BOT,GST 18%,5005,9617,510,835,850,1
IF DUMBBELL 750 ST BOT,GST 12%,5004,9617,359.39,587,599,1
IF JEEP 500 VAC ST BOT,GST 18%,5005,9617,416.99,685,695,2
IF JEEP 750 VAC ST BOT,GST 18%,5005,9617,465,765,775,3
IF GRAVITY 500 VAC ST BOT,GST 18%,5005,9617,324,530,540,2
IF CHECKMATE 800 VAC ST BOT,GST 18%,5005,9617,510,835,840,3
IF SPHERE 800 ST BOT,GST 12%,5004,9617,239.4,390,399,2
IF JEWEL 750 ST BOT,GST 12%,5004,9617,239.4,390,399,3
IF PARALLEL 650 ST BOT,GST 12%,5004,7323,195,315,325,2
IF KRUISE 800 ST BOT,GST 12%,5004,7323,239.4,389,399,2
IF INFUSER ST BOT,GST 18%,5005,3923,159,255,265,3
IF GRAVITY 750 VAC ST BOT,GST 18%,5005,9617,441,720,735,3
IF YOYO 500 ST BOT,GST 18%,5005,9617,435,710,725,3
OMUM WATER 200ML,GST 18%,5005,33030090,17.55,25,27,5
GINGILY OIL 500P,GST 5%,5003,,114.01,138,163,3
GIRI HARICHANDAN IN STICKS 50/-,GST 5%,5003,42500069,35.01,48,50,0
GIRI PADMA PUSHPA IN STICKS 50/-,GST 5%,5003,42500069,35.01,48,50,1
GIRI SAI PUSHPA IN STICKS 50/-,GST 5%,5003,42500069,35.01,48,50,3
GIRI SHANTI NAMO 10/-,GST 5%,5003,42500069,7,9.83,10,5
GIRI SHANDAL NAMO IS 10/-,GST 5%,5003,42500069,7,9.83,10,3
MEENAKSHI SINDOOR 10/-,GST 0% Tax,5001,,7,9.83,10,3
MEENAKSHI ABHSHEKA POWDER 100GM,GST 0% Tax,5001,604,35,48,50,2
MEENAKSHI DIVINE PUJA POWDER 60/-,GST 0% Tax,5001,,42,57,60,2
MEENAKSHI DIVINE PUJA POWDER 35/-,GST 0% Tax,5001,,24.5,34,35,0
GIRI COTTON ROUND WICKS 20/-,GST 0% Tax,5001,5205,14,19,20,0
GIRI 108 GEJJAA VASTRA 20/-,GST 0% Tax,5001,5205,14,19,20,2
GIRI COTTON YARN 10/-,GST 0% Tax,5001,5205,7,9.83,10,0
AD SANDAL POOJA OIL 500ML,GST 5%,5003,5201,120,145,150,2
AD JASMINE POOJA OIL 500ML,GST 5%,5003,5201,120,145,150,2
AD ROSE POOJA OIL 500ML,GST 5%,5003,5201,120,145,150,1
GIRI PANCHA DEEPA PUJA OIL 500ML,GST 5%,5003,5201,100,123,125,0
GOPI CHANDAN ROUND 56GMS,GST 28%,5006,3303,17.5,24,25,0
GIRI SAMBRANI DHOOP 24N,GST 5%,5003,2914,119.01,160,170,0
MAHARA JOTHI 1L,GST 5%,5003,15119020,92.4,103,118,4
LIA 100/-,GST 5%,5003,,83.34,95,100,9
SELVA BALAJI CHANDANAM,GST 0% Tax,5001,33074100,8.3,15,20,10
SELVA BALAJI TT SAMBRANI 30/-,GST 5%,5003,,13,25,30,28
SELVA BALAJI TT SAMBRANI POWDER 30/-,GST 5%,5003,,16.5,25,30,24
GOOREJ EXPERT HAIR COLOR BROWN 20ML,GST 18%,5005,,26.52,32,33,79
GOOREJ EXPERT HAIR COLOR BLACK 20ML,GST 18%,5005,,27.99,32,33,18
MORTEIN IN RAT KILL CAKE 100G,GST 18%,5005,,55.86,58,59,12
LIA 15/-,GST 5%,5003,,12.51,14.5,15,5
LIA 50/-,GST 5%,5003,,41.66,48,50,13
SWASTHI CAMPHOR TAB B,GST 18%,5005,2914,47.2,65,100,2
SWASTHI CO TAB S,GST 18%,5005,2914,23.6,35,50,5
JIYO ROSE AGR PATHI,GST 5%,5003,33074100,41.67,50,55,8
GN MICELLAR WATER PK 125ML,GST 18%,5005,330049990,152.17,173,175,0
GOOREJ EXPERT ORGINAL 18/-,GST 18%,5005,,14.71,17,18,19
SAI BABA SAMBRANI,GST 5%,5003,3307,22,29,30,3
SAI BHAJAN H FLORA STICKS 50GM,GST 5%,5003,3307,105,120,125,0
WILKINSON SWORD 50N+5,GST 18%,5005,82122019,94,119,123,13
GOOREJ CINTHOL LIME 3+1,GST 18%,5005,,93.49,100,102,10
STOP-O LEMONGRASS 75/-,GST 18%,5005,33074900,55.9,74,75,1
STOP-O EN LAVEN 75/-,GST 18%,5005,33074900,55.9,71,75,4
LIA CAR GEL AQUA DREAM 45GM,GST 18%,5005,33074900,267.85,374,379,0
LIA CAR GEL SEA SHORE 45GM,GST 18%,5005,33074900,267.85,370,375,5
STOP O BRICK 75GM PROMO,GST 18%,5005,33074900,145.34,193,195,5
STOP-O BAG MELON 55/-,GST 18%,5005,33074900,41.02,54,55,12
STOP-O BAG TANGERINE 55/-,GST 18%,5005,33074900,40.99,54,55,20
STOP-O BAG APPLE CINNAM 55/-,GST 18%,5005,33074900,41.02,54,55,22
GOOD HOME SCRUB TOUGH,GST 18%,5005,68053000,7.5,9,10,17
GOOD HOME SCRUB STAINLESS STEEL 15/-,GST 18%,5005,73231000,6.5,14,15,22
LIA CAR GEL CITRIC TANGO 45G,GST 18%,5005,33074900,270.46,374,379,1
MOP NOOL CLR 70/-,GST 0% Tax,5001,,50,60,70,2
MOP NOOL 85/-,GST 0% Tax,5001,,70,85,90,6
MAHARA JOTHI 500ML,GST 5%,5003,15119020,48,55,60,5
LIA JAS 50/-,GST 5%,5003,3307,41.66,49,50,7
LIA PRIME ROSE 50/-,GST 5%,5003,3307,41.66,49,50,9
LIA PRIME ROSE 10/-,GST 5%,5003,3307,6.75,9,10,0
HAND GLOVES 20/-,GST 0% Tax,5001,,9,20,25,79
DAZLER SUBANITHRA 180/-,GST 5%,5003,,134.25,179,180,0
HAUSER TECH5 LI I PEN 45/-,GST 12%,5004,,36.22,44,45,5
AMRUTHA GULAB PATHI 55/-,GST 5%,5003,,39.98,53,55,3
AMRUTHA  KEWDA PATHI 55/-,GST 5%,5003,,39.98,53,55,5
CLASSIC TOILET ROLL 50GM,GST Exempted Tax,5002,,15,22,23,0
CLASSIC TOILET ROLL 100GM,GST Exempted Tax,5002,,30,44,45,6
CLASSIC TOILET ROLL 200GM,GST Exempted Tax,5002,,50,66,76,1
CLASSIC KITCHEN ROLL 250GM,GST Exempted Tax,5002,,60,75,85,0
BABA HAARATHI FLORABATHI 100G,GST 5%,5003,,48,58,60,10
OM SAI FLORA 65/-,GST 5%,5003,,52,63,65,4
N. POOJA JASMINE 85G,GST 5%,5003,33074100,48,58,60,8
N. POOJA SPARSHA 85G,GST 5%,5003,33074100,48,63,65,7
N. POOJA SAAHAT 85G,GST 5%,5003,33074100,52,63,65,6
AMBICA GOW POOJA 60/-,GST 5%,5003,,48,56,60,6
PURE MAGIC INCENSE 15/-,GST 5%,5003,33074100,8.51,13,15,0
PARIMAL INTIMATE TUBE AGARBATHI 14/-,GST 5%,5003,33074100,8.34,13,14,15
PEN 5/-,GST 12%,5004,,3.7,5,5,0
ODONIL AERO CITRUS 140G 99TH FREE,GST 18%,5005,33074900,124.17,148,149,0
BAYGON COCKROACH KILLER KIT DEF 625ML,GST 0% Tax,5001,38089191,241.82,265,266,0
HAUSER GERMANY BALL PEN 80/-,GST 12%,5004,,62.56,78,80,14
HAUSER CAPRI B PEN 50/-,GST 12%,5004,96081019,41.16,50,50,3
HAUSER PASSION BALL PEN 30/-,GST 12%,5004,96081019,24.7,29.5,30,3
HAUSER TECH GEL PEN 30/-,GST 12%,5004,96081019,24.7,29,30,7
HAUSER TECH7 PEN 50/-,GST 12%,5004,96081019,41.16,50,50,8
HAUSER ULTRA GOLD B PEN 80/-,GST 12%,5004,96081019,32.93,39,40,6
HAUSER GLITZ BALL PEN 80/-,GST 12%,5004,96081019,65.86,80,80,2
DND AGARBATTI 20/-,GST 5%,5003,3307,15.46,19,20,4
TEJAS 9W 175/-,GST 12%,5004,,76.35,160,175,3
HAUSER GER LIQU PALL PEN 60/-,GST 12%,5004,96081019,43.5,58,60,0
RANGEELA TEMPERA COLOR 20/-,GST 18%,5005,,16,19,20,10
GOOD HOME AIR FRESHNER DREAMS 75G,GST 18%,5005,33074900,47.09,64,65,8
GOOD HOME AIR FRESHNER SOUL BLOSSOM 75G,GST 18%,5005,33074900,43.47,64,65,11
GOOD HOME AIR FRESHNER WHISPERES 75G,GST 18%,5005,33074900,48.44,64,65,6
GOOD HOME RE FRESHNER DIVINE160G,GST 18%,5005,33074900,110.03,145,149,3
GOOD HOME RE FRESHNER HARMONY 160G,GST 18%,5005,33074900,110.43,145,149,2
GOOD HOME DRAIN CLEANER 3+1 50G,GST 18%,5005,34022090,65.21,73,75,6
RANGEELA CREATIVE CLAY DINO 35/-,GST 18%,5005,3407,28,33,35,1
RANGEELA CREATIVE CLAY FRUIT 35/-,GST 18%,5005,3407,28,33,35,3
RANGEELA CREATIVE CLAY MARINE 70/-,GST 18%,5005,3407,56,66,70,0
RANGEELA CREATIVE CLAY MARINE 100/-,GST 18%,5005,3407,80,95,100,0
RANGEELA CREATIVE CLAY STORY PACK 135/-,GST 18%,5005,3407,108.48,130,135,0
RANGEELA MOULDING DOUGH KIT 115/-,GST 12%,5004,,92,110,115,0
RANGEELA MOULDING DOUGH KIT 160/-,GST 12%,5004,,128,155,160,0
RANGEELA TEMPERA COLOR 10/-,GST 18%,5005,,8,9.83,10,2
RANIPAL FABRIC WHITENER 15/-,GST 18%,5005,,12.05,14,15,0
STERIL-G 5L,GST 0% Tax,5001,,1504.5,2450,2500,0
SELVA BALAJI LOBAN KATTI 50GM,GST 5%,5003,,13,24,30,24
SELVA BALAJI LOBAN SAMBRANI POWDER 50GM,GST 5%,5003,33074100,16.5,25,30,12
GO STORNG MOSQUITO COIL 10+4,GST 18%,5005,73231000,21.86,29,30,0
PEARL DUSTBIN COVER 72/-,GST 0% Tax,5001,,52.5,70,72,0
BEST ANT CHALK 16/-,GST 0% Tax,5001,,6.5,15,20.5,15
BOYAS ANT POWDER 37/-,GST 0% Tax,5001,,20,35,37,4
MOUSE RAT GLUE BOARD 100/-,GST 0% Tax,5001,,50.77,85,100,24
SELVA BALAJI KUNGUMAM 40G,GST 0% Tax,5001,29142922,3,14,15,0
AMBI PUR LAVENDER 199/-,GST 18%,5005,,140.95,190,199,2
BUTTER FLY PRIDE TABLE FORK 6PCS 292/-,GST 12%,5004,82159900,196,272,292,10
BUTTER FLY PRIDE FRUIT FORK 3 FINGER 6PCS 144/-,GST 12%,5004,82159900,96.6,134,144,5
BUTTER FLY PRIDE DESSERT SOUP SPOON 6PCS 244/-,GST 12%,5004,82159900,156.8,224,244,6
BUTTER FLY  PRIDE BABY FORK 6PCS 179/-,GST 12%,5004,82159900,119.84,164,179,8
BUTTER FLY PRIDE DESSERT SPOON 6PCS 245/-,GST 12%,5004,82159900,164.47,225,245,4
BUTTER FLY UTILITY KNIFE 162/-,GST 12%,5004,82159900,90.27,142,162,0
BUTTER FLY PRIDE BABY SPOON 6PCS 172/-,GST 12%,5004,82159900,115.36,157,172,3
BUTTER FLY PRIDE ICE CREAM SPOON 6PCS 156/-,GST 12%,5004,82159900,104.43,146,156,9
BUTTER FLY  PRIDE COFFEE SPOON 6PCS 160/-,GST 12%,5004,82159900,99.68,140,150,7
BUTTER FLY PRIDE TEA SPOON 6PCS 172/-,GST 12%,5004,82159900,115.36,157,172,0
BUTTER FLY PRIDE TABLE SPOON 293/-,GST 12%,5004,82159900,196,273,293,12
BUTTER FLY  PRIDE DESSERT FORK 6PCS 234/-,GST 12%,5004,82159900,156.8,214,234,12
BUTTER FLY CHEESE KNIFE 165/-,GST 12%,5004,82119200,92.96,145,165,1
BUTTER FLY  CHEF KNIFE 240/-,GST 12%,5004,82119200,135.52,210,240,3
BUTTER FLY  SANTOKU KNIFE 245/-,GST 12%,5004,82119200,135.52,215,245,3
BUTTER FLY  PARING KNIFE 155/-,GST 12%,5004,82119200,86.24,135,155,0
AMBI PUR AIR LAVENDER+ROSE COMBO 275G,GST 18%,5005,33074900,377.12,418,458,0
AMBI PUR CAR SWEET CITRUS 7.5ML,GST 18%,5005,33074900,244.71,289,299,1
GOOD HOME AIR FRESHNER ROSE LAVENDER FLORAL 2+1 150G,GST 18%,5005,33074900,78.26,89,90,7
HIMALAYA LEMON SANITIZER 100ML,GST 5%,5003,34013090,31.01,48,50,8
CHERRY BLOSSOM BLACK LIQUID SHOE POLISH 75ML,GST 18%,5005,3405,74.48,84,85,8
CHERRY BLOSSOM BLACK HAND SHINE 75/-,GST 18%,5005,3405,66.82,74,75,0
CHERRY BLOSSOM WAX BLOCK 15G,GST 18%,5005,3405,28.96,32,33,0
CHERRY BLOSSOM WAX BLOCK 40G,GST 18%,5005,3405,51.75,58,59,0
CHERRY BLOSSOM WHITE LIQUID SHOE POLISH 75ML,GST 18%,5005,3405,48.41,54,55,12
MONKEY 555 BROOMS 90/-,GST 0% Tax,5001,96031000,62.34,85,95,1
APSARA PLATINUM PENCIL BOX 50/-,GST 12%,5004,960910,37.5,49,50,10
APSARA MATT MAGIC 2.0 PENCIL BOX 50/-,GST 12%,5004,960910,37.5,48,50,10
APSARA SPACEKIDS PENCIL BOX 70/-,GST 12%,5004,960910,50,65,70,5
APSARA MICKYMOUSE PENCIL BOX 99/-,GST 12%,5004,960910,74.16,96,99,4
SHARPENERS 5/-,GST 12%,5004,821410,3.8,5,5,49
POO NUL 10/-,GST 0% Tax,5001,,3,10,15,40
AMBI PUR LAVENDER 299-/,GST 18%,5005,33074900,211.79,289,299,5
AMBI PUR LEMON 299-/,GST 18%,5005,33074900,211.79,289,299,1
AMBI PUR ROMANTIC ROSE 299-/,GST 18%,5005,82315469,211.79,289,299,4
KIWI POLISH DARK TAN LEATHER 15G,GST 0% Tax,5001,34051000,23.08,26,27,5
KIWI INSTANT POLISH BLACK LEATHER 40ML,GST 0% Tax,5001,34051000,41.88,48,49,2
KIWI INSTANT POLISH BROWN LEATHER 40ML,GST 0% Tax,5001,34051000,41.88,48,49,3
KIWI INSTANT POLISH BROWN LEATHER 85ML,GST 0% Tax,5001,34051000,63.23,73,74,0
KIWI INSTANT POLISH BLACK LEATHER 85ML,GST 0% Tax,5001,34051000,63.23,73,74,4
KIWI INSTANT POLISH ALL COLOR LEATHER 85ML,GST 0% Tax,5001,34051000,63.23,73,74,3
KIWI 2 IN 1 BRUSH LEATHER 89/-,GST 0% Tax,5001,34051000,72.73,88,89,1
KIWI POLISH BLACK LEATHER 40G,GST 0% Tax,5001,34051000,50.42,58,59,1
KIWI POLISH BLACK LEATHER 15G,GST 0% Tax,5001,34051000,28.2,32,33,5
KIWI EXPRESS SH SPONGE ALL CLR 5ML,GST 18%,5005,34051000,61.41,71,72,5
KIWI EXPRESS SH SPONGE BLACK 5ML,GST 18%,5005,34051000,61.41,71,72,2
KIWI SHOE SHINE BRUSH LEATHER 65/-,GST 0% Tax,5001,34051000,59.09,64,65,3
MOUSE RAT 100/-,GST 0% Tax,5001,,26.19,85,100,20
CELLO FASTER GRIP BALL PEN 30/-,GST 12%,5004,96081019,17.98,28,30,7
CELLO ARROW GEL PEN 30/-,GST 12%,5004,96081019,18.59,28,30,4
CELLO BUTTERFLOW BALL PEN 10/-,GST 12%,5004,96081019,7.53,9.83,10,29
CELLO PIN POINT BALL PEN 10/-,GST 12%,5004,96081019,7.35,9.83,10,6
CELLO TOPBALL BALL PEN 10/-,GST 12%,5004,96081019,7.53,9.83,10,17
CELLO LIQUIBALL BALL PEN 10/-,GST 12%,5004,96081019,7.5,9.83,10,25
CELLO AEROTEC 0.7 BALL PEN 10/-,GST 12%,5004,96081019,7.53,9.83,10,13
CELLO STRIKER 0.7 BALL PEN 10/-,GST 12%,5004,96081019,7.35,9.83,10,8
CELLO PAPERSOFT BALL PEN 20/-,GST 12%,5004,96081019,14.7,19,20,13
MAYA CHAMPA 14N,GST 5%,5003,33074100,6.96,9.83,10,1
SELVA BALAJI POOJA POWDER 50G,GST 0% Tax,5001,29142922,15,39,40,13
ODONIL AIR SANI FIGHT GREMS FLORAL 270ML,GST 18%,5005,33074900,124.38,190,199,2
ODOMOS NATURALS GEL ALO+CITRO 80G,GST 18%,5005,38089191,64.09,74,75,0
JAVADHU POWDER 2GM,GST 0% Tax,5001,,22.5,34,36,9
SUIT CASE FILE,GST 0% Tax,5001,,180,296,370,11
FILE A4,GST 0% Tax,5001,,36,45,50,0
FILE FS306/702,GST 0% Tax,5001,,42,55,60,0
FILE BUTTON,GST 0% Tax,5001,,12,20,25,2
BUTTON FILE,GST 0% Tax,5001,,18,30,35,1
OFFICE FILE,GST 0% Tax,5001,,0,0,0,0
OFFICE FILE PLAIN BLACK,GST 0% Tax,5001,,55,68,80,8
