Item Name,MFR Name,Selling,M.R.P,Total Stock
ACTIVE WHEEL 2 IN 1 CLEAN FRESH 1KG,MFR,75,76,2
ACTIVE WHEEL 2 IN 1 CLEAN FRESH 500G,MFR,38,39,8
AD JASMINE POOJA OIL 500ML,MFR,145,150,2
AD ROSE POOJA OIL 500ML,MFR,145,150,1
AD SANDAL POOJA OIL 500ML,MFR,145,150,2
ADJ HIMALAYAN PINK CRYSTAL SALT 500G,MFR,84,99,1
ADYAR BUTTER BISCUITS,MFR,85,90,0
ADYAR MADEIRA WALNUT CAKE,MFR,130,135,0
ADYAR NANKHATTAI BISCUITS,MFR,75,80,0
ADYAR RICH GHEE BISCUITS,MFR,95,100,0
ADYAR RICH PLUM CAKE,MFR,235,240,0
ADYAR TEA TIME BISCUITS,MFR,80,85,0
AER MATIC VOILET,MFR,550,569,0
AG BANSURI 10/-,MFR,9.8,10,1
AG BANSURI BIG,MFR,49,50,4
AG LIA ASSORT 10/-,MFR,9.8,10,17
AG LIA ASSORT 15/-,MFR,14.5,15,10
AG LIA ASSORT 30/-,MFR,29,30,23
AG LIA COME JASMINE 15/-,MFR,14.5,15,28
AG LIA COMET ,MFR,19.5,20,4
AG LIA JASMINE BIG,MFR,49,50,11
AG LIA JASMINE FLV BIG,MFR,98,100,0
AG LIA LAVENDER BIG,MFR,49,50,1
AG LIA RAINBOW ,MFR,49,50,2
AG LIA RHYTME AMBER 30/,MFR,29,30,8
AG LIA RHYTME AMBER BIG,MFR,53,55,20
AG LIA ROSE BIG,MFR,48,50,3
AG LIA SANDAL BIG,MFR,49,50,8
AG LIA SANDAL FRA BIG,MFR,95,100,0
AG NEIVEDYA 32/-,MFR,30,32,14
AG NEVIVEDYA BIG,MFR,68,72,18
AG RHYTME AMBER 10/-,MFR,9.8,10,24
AG RHYTME BEATS 10/-,MFR,9.8,10,0
AG RHYTME BEATS BIG,MFR,49,50,0
AG RHYTME CONE AMBER 10/-,MFR,9.8,9.8,4
AG RHYTME CONE ORIENTAL 10/-,MFR,9.8,10,14
AG RHYTME ORIE BIG,MFR,53,55,0
AG RHYTME ORIENTAL 10/-,MFR,9.8,10,1
AG VASU LOBHAN 12/-,MFR,11,12,22
AG WOODS 150/-,MFR,145,150,6
AG WOODS BIG,MFR,73,75,0
AGMARK TURMERIC POWDER 40G,MFR,20,22,0
AGN TULIP SPRAY 200ML,MFR,190,250,2
AHSAN 3ML,MFR,45,50,11
AHSN CHOCO MUSK 8 ML,MFR,90,100,8
AIM WAX MATCHES 10/-,MFR,9.8,10,20
AIR WICK IN AROK RS FR SP245ML,MFR,160,169,1
AIR WICK IN HM LL FR SP245ML,MFR,160,169,0
AIR WICK IN HM MN CW ALO FR SP245ML,MFR,140,149,2
AIR WICK IN MAD IN CM FR SP245ML,MFR,160,169,1
AIR WICK IN NN LOB FR SP245ML,MFR,160,169,2
AIRWICK CITRUS SPLASH AIR FRESHNER 50G,MFR,69,70,3
AIRWICK FRESHMATCH FLOWER LS SP 250ML,MFR,308,310,0
AIRWICK FRESHMATCH HILLS LAVENDER,MFR,540,550,0
AIRWICK FRESHMATCH HMLL SP 250ML,MFR,308,310,0
AIRWICK LAVENDER AIR FRESHNER 50G,MFR,68,69,1
AIRWICK LS TURQU OA SP 250ML,MFR,308,310,1
AIRWICK MORNING ROSE DEW AIR FRESHNER 50G,MFR,68,69,2
AIRWICK NAGPUR LEMON AND ORANCE SP 250ML,MFR,540,550,0
AIRWICK ORANGE SP 250ML,MFR,306,310,0
AIRWICK SC ARO KA RS 250ML,MFR,308,310,0
AIRWICK SD FMV SP 250ML,MFR,308,310,0
AJANTHA PAKKU,MFR,2,2,8
AJANTHA PAKKU 1/-,MFR,1,1,31
AJAY 102 PRO CARE BRUSH,MFR,59,60,9
AJAY 107 OFFER BRUSH ,MFR,48,49,0
AJAY 107 PK BRUSH ,MFR,19,20,11
AJAY 108 BRUSH ,MFR,24,25,6
AJAY 121 BRUSH ,MFR,15,16,0
AJAY 251 WITH S BRUSH,MFR,54,55,11
AJAY BABY BRUSH ,MFR,17,18,4
AJAY HARD BRUSH,MFR,21,22,9
AJAY JUNIOR BRUSH ,MFR,19,20,10
AJAY JUNIOR BRUSH 12,MFR,11,12,14
AJAY MEDIUM BRUSH ,MFR,21,22,23
AJAY PRIME TOOTH BRUSH ,MFR,29,30,6
AJAY SENSITIVE B2G1 BURSH,MFR,78,80,12
AJAY SHAVING BRUSH 40/-,MFR,39,40,0
AJAY SOFT BRUSH 22/-,MFR,21,22,6
AJAY ULTRA SOFT BRUSH,MFR,39,40,0
AJINO MOTO 100G,MFR,40,42,0
AJINO MOTO 11G,MFR,6,6,17
AJINO MOTO 500G VEWON,MFR,80,110,4
AJINO MOTO 50GM,MFR,20,22,13
AJWA ANDHRA MURUKKU,MFR,44,45,1
AJWA BUTTER SEV,MFR,44,45,0
AJWA GARLIC MURUKKU,MFR,44,45,0
AJWA KARA SEV,MFR,44,45,0
AJWA MINI BUTTER MURUKKU,MFR,44,45,8
AJWA MULLU MURUKKU,MFR,44,45,0
AJWA ONION MURUKKU,MFR,44,45,1
AJWA PEPPER SEV,MFR,43,45,0
AJWA ROLL MURUKKU,MFR,44,45,0
AJWA ROLL THATTAI,MFR,44,45,4
AJWA SOUTH INDIAN SNACKS,MFR,44,45,0
AJWA SPICY THUKKADA,MFR,40,42,1
AJWA TAPIOCA CHIPS 140G,MFR,44,45,0
AKROOT 250G,MFR,150,210,0
AKROOT 250G OLD,MFR,150,210,27
AKROOT BULK,MFR,900,"1,000.00",0
AKSHAA BROWN RICE 500GM,MFR,65,70,3
AKSHAA COCONUT OIL 1LTR,MFR,335,425,6
AKSHAA COCONUT OIL 500ML,MFR,180,225,6
AKSHAA CORN FLOUR 500G,MFR,50,52,3
AKSHAA GROUNDNUT OIL 1LTR,MFR,230,285,5
AKSHAA GROUNDNUT OIL 500ML,MFR,125,155,6
AKSHAA HEALTH MIX 250GM 1+1,MFR,104.5,110,1
AKSHAA HEALTH MIX 500GM 1+1,MFR,215,230,4
AKSHAA JOWAR FLOUR 500G,MFR,75,77,0
AKSHAA KAMBU 500GM,MFR,28,30,13
AKSHAA KAMBU FLOUR 500G,MFR,55,60,2
AKSHAA KARUPPU KAVUNI RICE 500G,MFR,175,185,9
AKSHAA KUTHIRAIVALI 500GM,MFR,105,110,15
AKSHAA MAPILLAI SAMBA RICE 500G,MFR,75,80,7
AKSHAA MILLET APPALAM 100G,MFR,45,55,25
AKSHAA MILLET APPALAM 150G,MFR,60,70,16
AKSHAA MILLET APPALAM 200G,MFR,75,90,1
AKSHAA MILLET APPALAM 50G,MFR,28,35,20
AKSHAA MILLET CHAPPATHI MIX500G,MFR,82,86,1
AKSHAA MILLET DOSA MIX 500G,MFR,100,103,1
AKSHAA MILLET SATHU MAAVU,MFR,49,50,6
AKSHAA PANI VARAGU 500GM,MFR,95,99,16
AKSHAA RAGI 500GM,MFR,47,48,0
AKSHAA SAMAI 500GM,MFR,95,99,20
AKSHAA SESAME OIL 1LTR,MFR,360,445,5
AKSHAA SESAME OIL 500ML,MFR,189,235,6
AKSHAA THINAI 500GM,MFR,110,112,12
AKSHAA THINAI FLOUR 500G,MFR,75,77,1
AKSHAA VARAGU 500GM,MFR,90,95,27
AKSHAL NATURAL ALOE VERA CUCUMBER,MFR,90,100,0
AKSHAL NATURAL CHARCOL SOAP 100G,MFR,125,151,0
AKSHAL NATURAL COFFEE SOAP 100G,MFR,135,172,0
AKSHAL NATURAL FRENCH RED CLAY BEET 100G,MFR,110,123,0
AKSHAL NATURAL GOAT MILK HONEY SOAP 100G,MFR,145,190,0
AKSHAL NATURAL HERBAL SOAP 100GM,MFR,103,114,0
AKSHAL NATURAL MULTANI MITTI SANDAL,MFR,90,100,0
AKSHAL NATURAL NEEM SOAP,MFR,79,88,6
AKSHAL NATURAL ORANGE SOAP 100G,MFR,90,100,0
AKSHAL NATURAL RICH LAVENDER 100G,MFR,120,136,0
AKSHAL NATURAL ROSE SOAP 100G,MFR,120,136,0
ALICE ABCD APPALAM 100G,MFR,20,23,11
ALICE APPALAM 100G,MFR,58,65,0
ALICE BANANA CAKE,MFR,34,35,4
ALICE CARROT CAKE,MFR,44,45,4
ALICE DISCO APPALAM 100G,MFR,30,32,3
ALICE DISCO STAR APPALAM 100G,MFR,36,38,2
ALICE LADIES FINGER VATHAL 100GM,MFR,43,45,6
ALICE LAYS PAPADS 100GMS,MFR,43,45,10
ALICE MACRONI NOODLES 200GM,MFR,37,40,0
ALICE ONION VADAGAM,MFR,62,68,26
ALICE PAPAD GARLIC RING 100G,MFR,30,32,5
ALICE PAPAD GOLD FINGER  PLAIN 100G,MFR,20,23,1
ALICE PAPAD GOLD FINGER COLOUR 100G,MFR,20,23,9
ALICE PAPAD GOLD FINGER SMALL 100G,MFR,20,23,16
ALICE PAPAD GOLD FINGER WHEEL 100G,MFR,20,23,2
ALICE PAPAD SPL GINGER VADAM 100G,MFR,29,30,3
ALICE POTATO CORN VADAM 100GM,MFR,36,38,13
ALICE RICE APPALAM 200G,MFR,80,93,6
ALICE RICE MIX PAPADS 100GM,MFR,42,45,1
ALICE ROUND APPALAM 100G,MFR,52,55,17
ALICE SAGO RED CHILLI VADAM,MFR,43,45,4
ALICE SPL GINGER VADAM 100G,MFR,43,45,1
ALICE SPL PEPPER VADAM 100G,MFR,42,45,0
ALL IN ONE 150G,MFR,33,35,1
ALL IN ONE 200GMS,MFR,48,50,1
ALL IN ONE 350G,MFR,78,80,1
ALL OUT FLASH GUARD,MFR,9.8,10,2
ALL OUT INS RFL PWR+SLID AR,MFR,78,80,65
ALL OUT INSECT CP POWER NATURAL AR,MFR,97,99,0
ALL OUT INSECT MOSQUITO  FLY SPRAY,MFR,220,225,5
ALL OUT INSECT MOSQUITO FLY SPRAY RS.99,MFR,120,125,3
ALL OUT INSECT REFILL FLORAL 45ML,MFR,78,80,24
ALL OUT INSECT REFILL POWER+FAN 3RF 45ML,MFR,190,199,1
ALL OUT INSECT REFILL POWER+FAN ARL,MFR,70,75,6
ALL OUT INSECT REFILL POWER+NTRL AR,MFR,83,84,9
ALL OUT INSECT ULTRA POWER+FAN 45ML,MFR,140,149,0
ALL OUT INSECT ULTRA SLIDER PS 45ML,MFR,98,100,7
ALL OUT LOW SMOKE COIL 10N,MFR,39,40,2
ALL OUT SUPER INSECT REFILL 60N,MFR,85,89,0
ALL OUT ULTA POWER+FAN BUY 2 RF 45ML,MFR,152,155,7
ALL OUT ULTRA FLORAL POWER+REFILL 45ML BY2+REFILL,MFR,152,155,3
ALL OUT ULTRA POWER+SLIDER 45ML BY2+RS.21,MFR,178,180,6
ALL STAIN HERBAL CLEANER ,MFR,200,350,3
ALOEVERA FRUIT PINEAPPLE 300ML,MFR,35,40,0
ALOFRUIT ANNA (POMO) JUIC 300ML,MFR,35,40,0
ALOFRUIT- BERRIE JUIC 300ML,MFR,35,40,0
ALOFRUIT- GUAVA JUICE 300ML,MFR,35,40,0
ALOFRUIT-ANNAR-POMEGRANATE JUICE 1LR,MFR,117,120,0
ALOFRUIT-APPLE JUICE 1LR,MFR,107,110,0
ALOFRUIT-APPLE JUICE 300ML,MFR,35,40,0
ALOFRUIT-BERRIES JUICE 1LR,MFR,107,110,0
ALOFRUIT-GUAVA JUICE 1LR,MFR,107,110,0
ALOFRUIT-KIWI JUICE 1LR,MFR,107,110,0
ALOFRUIT-KIWI JUICE 300ML,MFR,35,40,0
ALOFRUIT-LITCHI JUICE 1LR,MFR,107,110,0
ALOFRUIT-LITICH JUICE 300ML,MFR,35,40,0
ALOFRUIT-MANGO JUICE 1LR,MFR,107,110,0
ALOFRUIT-MANGO JUICE 300ML,MFR,35,40,0
ALOFRUIT-MIX FRUIT JUICE 1LR,MFR,107,110,0
ALOFRUIT-MIX-FRUIT JUICE 300ML,MFR,35,40,0
ALOFRUIT-MOSAMBI JUICE 1LR,MFR,107,110,0
ALOFRUIT-MOSAMVI JUICE 300ML,MFR,35,40,0
ALOFRUIT-ORANGE JUICE 1LR,MFR,107,110,0
ALOFRUIT-ORANGE JUICE 300ML,MFR,35,40,0
ALPAKODA FRUIT 50G,MFR,28,36,0
ALPAKODA FRUIT 50G OLD,MFR,20,30,10
ALPAKODA FRUIT BULK,MFR,560,580,0
ALPEN JUZTJELLY COLA BOTTLE 30/-,MFR,29,30,0
ALPENLEBLE J JELLY POUCH STW 19 UNITS,MFR,24,25,0
ALPENLEBLE JUZT JELLY STRAWBERRY,MFR,48,50,0
ALPENLIBLE G STICK CARAMEL,MFR,10,10,7
ALPENLIBLE G STICK STRAWBERRY,MFR,19.5,20,0
ALPENLIBLE GOLD CARAMEL TOFFEE 100/-,MFR,95,100,0
ALPENLIBLE J JELLY 50PC PARTY MIX,MFR,49,50,0
ALPENLIBLE JUZT JELLY 10/-,MFR,10,10,1
ALPENLIBLE JUZT JELLY CAR/PLAN,MFR,29,30,0
ALPENLIBLE JUZT JELLY GUAVA,MFR,48,50,0
ALPENLIBLE JUZT JELLY STRAWBERRY,MFR,19.5,20,0
ALPENLIBLE LOLIPOP CARAMEL 5/-,MFR,5,5,0
ALPENLIBLE LOLIPOP ORANGE 5/-,MFR,5,5,0
ALPENLIBLE LOLIPOP STRAWBERRY ,MFR,5,5,12
ALPENLIBLE POCKET LOLIPOP 15S,MFR,29.5,30,0
ALPENLIBLE POUCH CREAMFILLS 184G,MFR,48,50,0
ALPENLIBLE POUCH GOLD CARAMEL 184G,MFR,48,50,0
ALPENLIBLE POUCH GOLD STRAWBERRY 184G,MFR,48,50,0
ALPENLIBLE POUCH GOLD STRAWBERRY 400G,MFR,98,100,0
ALPENLIBLE POUCH JUZT JELLY STRAWBERRY/GUAVA,MFR,75,75,0
ALPENLIEBLE JUICYFILLS 50/-,MFR,48,50,0
ALU BHUJIA 175G,MFR,39,40,3
ALU BHUJIA 400G,MFR,89,90,10
ALU BHUJIA 55G,MFR,9.8,10,22
AMBI PUR AIR AT 275G,MFR,279,299,4
AMBI PUR AIR CITRUS FB 275G,MFR,250,299,1
AMBI PUR AIR CITRUS TFR 275G,MFR,259,299,2
AMBI PUR AIR EXO JASMINE 275G,MFR,280,299,4
AMBI PUR AIR FLORAL ES 275G,MFR,259,299,1
AMBI PUR AIR LAVENDER+ROSE COMBO 275G,MFR,418,458,0
AMBI PUR AIR LAVENENDER 275G,MFR,259,299,2
AMBI PUR AIR ROSE BLOSSOMS 275G,MFR,280,299,3
AMBI PUR AIR SWE BERRI 275G,MFR,259,299,3
AMBI PUR AIR SWEET 275G,MFR,259,279,2
AMBI PUR CAR RF AQUA 7.5ML ,MFR,190,199,3
AMBI PUR CAR RF EX JASMINE 7.5ML,MFR,190,199,4
AMBI PUR CAR RF LAVENDER 7.5ML,MFR,190,195,0
AMBI PUR CAR RF SW CITRUS 7.5ML,MFR,190,199,1
AMBI PUR CAR RF VA BO 7.5ML,MFR,194,199,0
AMBI PUR CAR ST AQUA 7.5ML,MFR,289,299,1
AMBI PUR CAR ST AQUA 7.5ML*2N,MFR,400,440,0
AMBI PUR CAR ST JASMINE 7.5ML,MFR,289,299,0
AMBI PUR CAR ST LAVENDER 7.5ML,MFR,339,349,3
AMBI PUR CAR ST LAVENDER 7.5ML*2N,MFR,400,440,0
AMBI PUR CAR ST VANILLA 7.5ML,MFR,340,349,5
AMBI PUR CAR ST VANILLA 7.5ML*2N ,MFR,400,440,0
AMBI PUR CAR SWEET CITRUS 7.5ML,MFR,279,299,3
AMBI PUR LAVENDER ,MFR,190,199,2
AMBI PUR LAVENDER 299-/,MFR,279,299,2
AMBI PUR LEMON 299-/,MFR,289,299,0
AMBI PUR ROMANTIC ROSE 299-/,MFR,279,299,2
AMBI PUR ROOM FRESH,MFR,279,299,5
AMBI PUR ROOM FRESH 180G,MFR,295,299,3
AMBI PUR VANILLA 199/-,MFR,190,199,8
AMBICA BRAHMA FLORA BATHI,MFR,49,50,0
AMBICA GOW POOJA ,MFR,60,67,7
AMBICA GOW POOJA 35G,MFR,34,35,8
AMBIGA APPALAM NO.1,MFR,145,160,0
AMBIGA APPALAM NO.2,MFR,135,140,0
AMBIGA APPALAM NO.3,MFR,115,120,0
AMBIGA APPALAM NO.4,MFR,96,100,0
AMBIGA APPALAM NO.5,MFR,80,85,0
AMBIGA APPALAM NO.6,MFR,57,60,0
AMBIGA APPALAM NO.7,MFR,39,40,0
AMBIGA GARLIC APPALAM 150G,MFR,77,85,0
AMBIGA PEPPER APPALAM 150G,MFR,77,85,0
AMBIGA POUCH PAPAD 120G,MFR,50,54,0
AMBIKA AGARBATHI 28/-,MFR,27,28,26
AMBIKA AGARBATHI 48G,MFR,68,70,12
AMBIKA AGARBATHI 95G,MFR,125,130,8
AMBIKA APPALAM 50G,MFR,24,25,0
AMBIKA KARPOORAM 25G,MFR,38,43,71
AMBIKA KARPOORAM 25G KA,MFR,40,49,45
AMBIKA KARPOORAM 50G,MFR,78,98,7
AMBIKA KARPOORAM 50G KAT,MFR,50,82,3
AMBIKA KARPOORAM T 50G,MFR,75,85,11
AMBIKA MINI APPALAM 80G,MFR,34,38,0
AMBIKA PANJABI PAPAD,MFR,86,90,0
AMBIKA RICE APPLAM,MFR,88,90,0
AMBIKA SAMBAR POWDER 50G,MFR,25,40,0
AMERICANA BASIL SEED APPLE ,MFR,88,90,0
AMERICANA BASIL SEED BLUBERRY ,MFR,88,90,0
AMERICANA BASIL SEED KIWI ,MFR,88,90,0
AMERICANA BASIL SEED LYCHEE ,MFR,88,90,0
AMERICANA BASIL SEED MIXED FRUIT ,MFR,88,90,0
AMERICANA BASIL SEED ORANGE ,MFR,88,90,0
AMERICANA BASIL SEED WATERMELON ,MFR,88,90,0
AMERICANA BASIL SEEDS JUICE ,MFR,85,90,1
AMIRTHAM NATU SUGAR 500G,MFR,58,60,0
AMIRU RELIF.C.C. ,MFR,49,50,0
AMLA/NELLIKAI,MFR,120,120,6.68
AMMA MAVOO 500G,MFR,24,25,0
AMRIT JAGGERY POWDER 500G,MFR,54,55,15
AMRUTANJAN COMFY PERIOD PAIN RELIF ROLL ON 50ML,MFR,133,135,0
AMRUTANJAN MAHA STRONG PAIN BALM-27.5,MFR,107,110,4
AMRUTANJAN MAHA STRONG PAIN BALM-50ML,MFR,175,180,0
AMRUTHA  KEWDA PATHI BIG,MFR,53,55,0
AMRUTHA GULAB PATHI BIG,MFR,53,55,0
AMRUTHA SANDAL PATHI BIG,MFR,53,55,3
AMUL ALMOND BAR,MFR,34,35,22
AMUL ALMOND NANKHATAI 50G,MFR,24.5,24.5,17
AMUL BADAM 200ML,MFR,29.5,30,0
AMUL BADAM 200ML TIN,MFR,39,40,19
AMUL BELGIAN CHOCO BIG,MFR,39,40,1
AMUL BINDAAZ 5/-,MFR,5,5,0
AMUL BITTER CHOCOLATE 150G,MFR,138,140,3
AMUL BITTER DARK CHOCOLATE,MFR,178,180,0
AMUL BUTTER 100G,MFR,58,60,9
AMUL BUTTER 10GM,MFR,9.8,10,2
AMUL BUTTER 200G,MFR,109,110,1
AMUL BUTTER 20G,MFR,14,15,86
AMUL BUTTER 500G,MFR,283,285,4
AMUL BUTTER 50G,MFR,29,30,23
AMUL BUTTER COOKIES,MFR,14.5,15,0
AMUL BUTTER COOKIES 10/-,MFR,9.8,10,0
AMUL BUTTER COOKIES COCONUT 50G,MFR,17.5,18,0
AMUL BUTTER COOKIES JEERA 50G,MFR,11.83,12,0
AMUL BUTTER COOKIES NUTS RAISIN 50G,MFR,21,21,0
AMUL BUTTER COOKIES OATS HONEY 15/-,MFR,14.75,15,0
AMUL BUTTER MILK 180ML,MFR,14,15,67
AMUL CASHEW COOKIES,MFR,19.5,20,2
AMUL CASHEW NANKHATAI,MFR,24.5,25,0
AMUL CHEESE 100G,MFR,84,85,5
AMUL CHEESE 200G,MFR,140,145,0
AMUL CHEESE 20G,MFR,15,16,57
AMUL CHEESE 20G BOX,MFR,495,505,0
AMUL CHEESE COOKIES 20/-,MFR,19.5,20,0
AMUL CHEESE SAUCE 200G,MFR,74,75,3
AMUL CHEESE SAUCE MAXICAN SALSA,MFR,74,75,0
AMUL CHEESY SPREAD PLAIN 200G,MFR,108,110,0
AMUL CHOCO SYRUB 650G,MFR,139,140,1
AMUL CHOCOLATE 200ML,MFR,29.5,30,0
AMUL CHOCOLATE COOKIES,MFR,17.5,18,0
AMUL CHOCOLATE SYRUP,MFR,9.8,10,0
AMUL CHOCOLATE SYRUP 250G,MFR,65,70,0
AMUL CHOCOZOO,MFR,9.8,10,0
AMUL COOKING BUTTER 100G,MFR,61,62,13
AMUL COOKING BUTTER 500G,MFR,293,295,6
AMUL COW GHEE 100ML,MFR,84,85,1
AMUL COW GHEE 1LR,MFR,535,540,0
AMUL COW GHEE 200ML,MFR,146,148,3
AMUL COW GHEE 500ML,MFR,350,355,3
AMUL DARK CHOCOLATE 150G,MFR,198,200,10
AMUL DARK CHOCOLATE 15G,MFR,9.8,10,0
AMUL DARK CHOCOLATE 25/-,MFR,54,55,3
AMUL DARK CHOCOLATE MIL 180,MFR,24.5,25,0
AMUL DELICIOUS BUTTER 500G,MFR,113,114,0
AMUL DELICIOUS FAT SPREAD 100G,MFR,21,22,20
AMUL ELACHI 200ML,MFR,29,30,6
AMUL ELACHI RUSK 10/-,MFR,9.8,10,0
AMUL ELACHI RUSK 25/-,MFR,34,35,0
AMUL FRENCH FRIES 200GM,MFR,32,33,0
AMUL FRENCH FRIES 425GM,MFR,67,68,0
AMUL FRESH CRM 1L,MFR,218,220,0
AMUL FRESH CRM 250ML,MFR,67,68,14
AMUL FRUIT NUT 150G,MFR,198,200,1
AMUL FRUIT NUT 30/-,MFR,49,50,0
AMUL GARLIC HERBS BUTTER SPREAD 100G,MFR,58,60,5
AMUL HAPPY TREATS ALOO TIKKI 75/-,MFR,73,75,0
AMUL INDIA TWILIGHT TRUST 125G,MFR,149,150,8
AMUL KESAR 200ML,MFR,29.5,30,0
AMUL KOKO 200ML,MFR,29.5,30,3
AMUL KOKO TIN 200ML,MFR,34,35,5
AMUL KOOL CAFE 200ML,MFR,29.5,30,9
AMUL KOOL CAFE 250ML,MFR,34.5,35,0
AMUL KOOL CAFE TIN 200ML,MFR,40,40,9
AMUL KOOL MANGO SHAKERS 200ML,MFR,29.5,30,0
AMUL LASSI,MFR,24,25,6
AMUL LASSI 200ML,MFR,14.75,15,0
AMUL LASSI 250ML,MFR,24.5,25,10
AMUL LASSI PINEAPPLE 200ML,MFR,19.5,20,0
AMUL LITE MILK FAT SPREAD 100G,MFR,47,48,0
AMUL MASTI 1L,MFR,69,70,3
AMUL MASTI 200ML,MFR,14.5,15,55
AMUL MILK CHOCOLATE 20G,MFR,14,15,0
AMUL MILK CHOCOLATE 25/-,MFR,54,55,5
AMUL MILK MATE 200G,MFR,65,66,2
AMUL MILK MATE 400G,MFR,125,126,7
AMUL MILK SHAKE 200ML,MFR,29.5,30,0
AMUL MILK SHAKE CHOCOLATE- 180ML,MFR,29,30,5
AMUL MILK SHAKE VANNILA 200ML,MFR,29.5,30,0
AMUL PANEER 200G,MFR,95,100,0
AMUL PANEER FRESH 200G,MFR,98,100,0
AMUL PIZZA CHEESE 200G,MFR,98,100,0
AMUL PRO CHOCO 500G,MFR,172,175,0
AMUL PURE GHEE 1LR,MFR,495,500,0
AMUL PURE GHEE REFILL 1LTR,MFR,480,485,0
AMUL ROSE 200ML,MFR,29.5,30,0
AMUL RUSK BUTTER TOAST 40/-,MFR,39,40,0
AMUL SPRAY 200G,MFR,72,74,0
AMUL SPRAY 500G,MFR,195,197,0
AMUL SPRAY TIN 500G,MFR,203,205,0
AMUL STRAWBERRY  TIN 200ML,MFR,29.5,30,1
AMUL STRAWBERRY SYRUP,MFR,63,65,0
AMUL SUGAR FREE COOKIES,MFR,19.5,20,0
AMUL SUPER FRUIT 150G,MFR,158,160,0
AMUL TROPICANA  ORANGE 150G,MFR,120,125,0
AMUL TRU CHOCOLATE 180ML,MFR,15,15,0
AMUL TRU DRINK 180ML,MFR,10,10,10
AMUL VELVETT MILK CHOCOLATE 150G,MFR,198,200,4
AMUL WHIPPING CREAM,MFR,84,85,4
AMUL WHITE CHOCOLATE,MFR,125,130,0
AMULYA DAIRY 200G,MFR,94,95,3
AMULYA DAIRY 500G,MFR,232,235,6
AMULYA MILK POWDER 10/-,MFR,9.8,10,38
AMULYA MILK POWDER 5/-,MFR,5,5,0
AMURTAJAN ADVANCE BACKPAIN LOTION 30ML,MFR,67,70,1
AMURTAJAN BACKPAIN ROLL ON 50ML,MFR,95,100,3
AMURTAJAN CHAMPA PATHI ,MFR,53,55,0
AMURTAJAN COMFY 6 PADS,MFR,21,22,0
AMURTAJAN COMFY EXTRA LONG 7 PADS,MFR,33,34,0
AMURTAJAN COMFY ULTRA,MFR,38,39,0
AMURTAJAN EXTRA POWER BALM 27.5ML,MFR,98,100,11
AMURTAJAN EXTRA POWER BALM 50 ML,MFR,138,140,13
AMURTAJAN EXTRA POWER BALM 8ML,MFR,43,44,16
AMURTAJAN INHALER,MFR,44,45,5
AMURTAJAN JOINTPAIN SPRAY 30GM,MFR,98,100,9
AMURTAJAN JOINTPAIN SPRAY 80GM,MFR,170,175,0
AMURTAJAN LAVENDER PATHI BIG,MFR,54,55,1
AMURTAJAN MAHA STRONG BALM 8ML,MFR,47,48,10
AMURTAJAN PANCHAMR PATHI ,MFR,56,60,0
AMURTAJAN ROLL ON 10ML,MFR,64,65,6
AMURTAJAN ROLL ON 5ML,MFR,39,40,19
AMURTAJAN STRONG PAIN BALM 27.5ML,MFR,92,95,8
AMURTAJAN STRONG PAIN BALM 8ML,MFR,43,44,18
AMUTAJAN STRONG PAIN BALM 50ML,MFR,131,135,14
AMUTHU JAGGERY POWDER 500G,MFR,51,53,0
ANANDAM CHEKKU GINGELLY OIL 1LTR,MFR,335,340,0
ANANDAM CHEKKU GINGELLY OIL 500ML,MFR,175,177,0
ANANDAM CHEKKU GROUNDNUT OIL 1LTR,MFR,255,265,0
ANANDAM CHEKKU GROUNDNUT OIL 500ML,MFR,131,136,0
ANANDAM SESAME SEED BLACK 50G,MFR,15,16,0
"ANANDAM SESAME SEED BLACK,WHITE 100G",MFR,23,26,0
ANANDAM SESAME SEED WHITE 50G,MFR,14,16,0
ANCHOR PASTE 100G,MFR,43,45,0
ANCHOR PASTE 200G,MFR,73,75,0
ANCHOR PASTE GEL 150G,MFR,78,80,0
ANCHOR TONGUE CLEANER 25/-,MFR,24,25,0
ANIL ADAI DOSA FLOUR 500G,MFR,100,110,2
ANIL BIRYANI SEMIYA 200G,MFR,31,33,5
ANIL CHOLAM DOSA MIX 500G,MFR,68,70,6
ANIL CORN SEMIYA 180G,MFR,31,32,18
ANIL IDIYAPPAM FLOUR 500G,MFR,45,46,3
ANIL INSTANT IDIYAPPAM,MFR,65,68,1
ANIL KAMBU DOSA MIX 500G,MFR,58,60,4
ANIL KAMBU FLOUR,MFR,40,43,0
ANIL KAMBU SEMIYA 180G,MFR,31,32,3
ANIL KOZHUKATTA FLOUR 500G,MFR,48,50,161
ANIL LEMON SEMIYA 180G,MFR,31,32.5,12
ANIL MAIDA 500GM,MFR,28,32,0
ANIL MILLET COMBO PACK ,MFR,135,141,0
ANIL MURUKKU FLOUR 500G,MFR,53,55,4
ANIL RAGI DOSA MIX 500G,MFR,68,70,5
ANIL RAGI FLOUR 500G,MFR,43,45,3
ANIL RAGI SEMIYA 180G,MFR,27,28,25
ANIL RAVA 500G,MFR,45,47,13
ANIL RICE FLOUR 500G,MFR,37,38,0
ANIL RICE SEMIYA 180G,MFR,31,33,6
ANIL RICE SEMIYA 500G,MFR,60,62.5,9
ANIL RUSK 10/-,MFR,9.8,10,1
ANIL SAMBARAVA 500G,MFR,85,88,10
